poi_name,month,avg_visitors,congestion_score,annual_max,annual_min
(재)송암 스페이스 센터,1,2743.0,1.0,4587.0,4587.0
(재)송암 스페이스 센터,2,22.0,0.008,4587.0,4587.0
(재)송암 스페이스 센터,3,0.0,0.0,4587.0,4587.0
(재)송암 스페이스 센터,4,0.0,0.0,4587.0,4587.0
(재)송암 스페이스 센터,5,0.0,0.0,4587.0,4587.0
(재)송암 스페이스 센터,6,0.0,0.0,4587.0,4587.0
(재)송암 스페이스 센터,7,0.0,0.0,4587.0,4587.0
(재)송암 스페이스 센터,8,0.0,0.0,4587.0,4587.0
(재)송암 스페이스 센터,9,0.0,0.0,4587.0,4587.0
(재)송암 스페이스 센터,10,717.0,0.2614,4587.0,4587.0
(재)송암 스페이스 센터,11,1105.0,0.4028,4587.0,4587.0
(재)송암 스페이스센터,1,1171.5,0.2166,41477.0,9991.0
(재)송암 스페이스센터,2,845.2,0.1563,41477.0,9991.0
(재)송암 스페이스센터,3,654.5,0.121,41477.0,9991.0
(재)송암 스페이스센터,4,2683.8,0.4963,41477.0,9991.0
(재)송암 스페이스센터,5,3307.0,0.6116,41477.0,9991.0
(재)송암 스페이스센터,6,3413.5,0.6313,41477.0,9991.0
(재)송암 스페이스센터,7,2401.2,0.4441,41477.0,9991.0
(재)송암 스페이스센터,8,1893.0,0.3501,41477.0,9991.0
(재)송암 스페이스센터,9,3440.2,0.6362,41477.0,9991.0
(재)송암 스페이스센터,10,4875.5,0.9016,41477.0,9991.0
(재)송암 스페이스센터,11,5407.5,1.0,41477.0,9991.0
(주)미리내캠프,1,0.0,0.0,235.0,235.0
(주)미리내캠프,2,0.0,0.0,235.0,235.0
(주)미리내캠프,3,0.0,0.0,235.0,235.0
(주)미리내캠프,4,0.0,0.0,235.0,235.0
(주)미리내캠프,5,0.0,0.0,235.0,235.0
(주)미리내캠프,6,0.0,0.0,235.0,235.0
(주)미리내캠프,7,3.0,0.0132,235.0,235.0
(주)미리내캠프,8,227.0,1.0,235.0,235.0
(주)미리내캠프,9,5.0,0.022,235.0,235.0
(주)미리내캠프,10,0.0,0.0,235.0,235.0
(주)미리내캠프,11,0.0,0.0,235.0,235.0
1004 뮤지엄파크,1,549.0,0.148,26945.0,17799.0
1004 뮤지엄파크,2,492.0,0.1327,26945.0,17799.0
1004 뮤지엄파크,3,611.0,0.1647,26945.0,17799.0
1004 뮤지엄파크,4,1978.5,0.5334,26945.0,17799.0
1004 뮤지엄파크,5,2922.0,0.7878,26945.0,17799.0
1004 뮤지엄파크,6,2711.5,0.7311,26945.0,17799.0
1004 뮤지엄파크,7,2051.0,0.553,26945.0,17799.0
1004 뮤지엄파크,8,3317.0,0.8943,26945.0,17799.0
1004 뮤지엄파크,9,2014.5,0.5431,26945.0,17799.0
1004 뮤지엄파크,10,3709.0,1.0,26945.0,17799.0
1004 뮤지엄파크,11,2842.5,0.7664,26945.0,17799.0
1004뮤지엄 파크,1,1412.5,0.1206,51257.0,34462.0
1004뮤지엄 파크,2,1841.0,0.1572,51257.0,34462.0
1004뮤지엄 파크,3,2573.5,0.2198,51257.0,34462.0
1004뮤지엄 파크,4,4819.5,0.4117,51257.0,34462.0
1004뮤지엄 파크,5,5064.0,0.4325,51257.0,34462.0
1004뮤지엄 파크,6,3384.0,0.289,51257.0,34462.0
1004뮤지엄 파크,7,2860.0,0.2443,51257.0,34462.0
1004뮤지엄 파크,8,3862.0,0.3299,51257.0,34462.0
1004뮤지엄 파크,9,2366.5,0.2021,51257.0,34462.0
1004뮤지엄 파크,10,11707.5,1.0,51257.0,34462.0
1004뮤지엄 파크,11,2969.0,0.2536,51257.0,34462.0
123 컨트리클럽,1,2330.8,0.2423,84682.0,72153.0
123 컨트리클럽,2,4052.8,0.4213,84682.0,72153.0
123 컨트리클럽,3,7228.2,0.7515,84682.0,72153.0
123 컨트리클럽,4,8754.8,0.9102,84682.0,72153.0
123 컨트리클럽,5,9619.0,1.0,84682.0,72153.0
123 컨트리클럽,6,9290.8,0.9659,84682.0,72153.0
123 컨트리클럽,7,7783.8,0.8092,84682.0,72153.0
123 컨트리클럽,8,7232.0,0.7518,84682.0,72153.0
123 컨트리클럽,9,8198.0,0.8523,84682.0,72153.0
123 컨트리클럽,10,8693.5,0.9038,84682.0,72153.0
123 컨트리클럽,11,6414.5,0.6669,84682.0,72153.0
123사비 전망대,1,1928.0,0.0787,139616.0,139616.0
123사비 전망대,2,4857.0,0.1982,139616.0,139616.0
123사비 전망대,3,11378.0,0.4644,139616.0,139616.0
123사비 전망대,4,9369.0,0.3824,139616.0,139616.0
123사비 전망대,5,19275.0,0.7867,139616.0,139616.0
123사비 전망대,6,15302.0,0.6245,139616.0,139616.0
123사비 전망대,7,11219.0,0.4579,139616.0,139616.0
123사비 전망대,8,11159.0,0.4555,139616.0,139616.0
123사비 전망대,9,24501.0,1.0,139616.0,139616.0
123사비 전망대,10,16562.0,0.676,139616.0,139616.0
123사비 전망대,11,14066.0,0.5741,139616.0,139616.0
123컨트리 클럽,1,2064.0,0.2298,73647.0,73647.0
123컨트리 클럽,2,3051.0,0.3397,73647.0,73647.0
123컨트리 클럽,3,6331.0,0.7049,73647.0,73647.0
123컨트리 클럽,4,7612.0,0.8476,73647.0,73647.0
123컨트리 클럽,5,8854.0,0.9859,73647.0,73647.0
123컨트리 클럽,6,8981.0,1.0,73647.0,73647.0
123컨트리 클럽,7,8285.0,0.9225,73647.0,73647.0
123컨트리 클럽,8,6344.0,0.7064,73647.0,73647.0
123컨트리 클럽,9,6503.0,0.7241,73647.0,73647.0
123컨트리 클럽,10,8482.0,0.9444,73647.0,73647.0
123컨트리 클럽,11,7140.0,0.795,73647.0,73647.0
1987 영화촬영지,1,22952.8,0.6458,323055.0,225163.0
1987 영화촬영지,2,20933.5,0.589,323055.0,225163.0
1987 영화촬영지,3,19966.0,0.5617,323055.0,225163.0
1987 영화촬영지,4,18366.5,0.5167,323055.0,225163.0
1987 영화촬영지,5,34729.8,0.9771,323055.0,225163.0
1987 영화촬영지,6,29382.8,0.8267,323055.0,225163.0
1987 영화촬영지,7,20239.2,0.5694,323055.0,225163.0
1987 영화촬영지,8,31523.0,0.8869,323055.0,225163.0
1987 영화촬영지,9,22203.0,0.6247,323055.0,225163.0
1987 영화촬영지,10,35543.0,1.0,323055.0,225163.0
1987 영화촬영지,11,23423.0,0.659,323055.0,225163.0
2·28 민주운동 기념회관,1,410.0,0.3428,8093.0,8093.0
2·28 민주운동 기념회관,2,485.0,0.4055,8093.0,8093.0
2·28 민주운동 기념회관,3,628.0,0.5251,8093.0,8093.0
2·28 민주운동 기념회관,4,809.0,0.6764,8093.0,8093.0
2·28 민주운동 기념회관,5,502.0,0.4197,8093.0,8093.0
2·28 민주운동 기념회관,6,584.0,0.4883,8093.0,8093.0
2·28 민주운동 기념회관,7,938.0,0.7843,8093.0,8093.0
2·28 민주운동 기념회관,8,732.0,0.612,8093.0,8093.0
2·28 민주운동 기념회관,9,808.0,0.6756,8093.0,8093.0
2·28 민주운동 기념회관,10,1001.0,0.837,8093.0,8093.0
2·28 민주운동 기념회관,11,1196.0,1.0,8093.0,8093.0
2·28민주 운동기념회관,1,290.0,0.3598,5869.0,5869.0
2·28민주 운동기념회관,2,693.0,0.8598,5869.0,5869.0
2·28민주 운동기념회관,3,426.0,0.5285,5869.0,5869.0
2·28민주 운동기념회관,4,470.0,0.5831,5869.0,5869.0
2·28민주 운동기념회관,5,380.0,0.4715,5869.0,5869.0
2·28민주 운동기념회관,6,345.0,0.428,5869.0,5869.0
2·28민주 운동기념회관,7,541.0,0.6712,5869.0,5869.0
2·28민주 운동기념회관,8,500.0,0.6203,5869.0,5869.0
2·28민주 운동기념회관,9,617.0,0.7655,5869.0,5869.0
2·28민주 운동기념회관,10,806.0,1.0,5869.0,5869.0
2·28민주 운동기념회관,11,801.0,0.9938,5869.0,5869.0
228 민주운동 기념회관,1,496.0,0.4614,7974.0,7974.0
228 민주운동 기념회관,2,479.0,0.4456,7974.0,7974.0
228 민주운동 기념회관,3,625.0,0.5814,7974.0,7974.0
228 민주운동 기념회관,4,729.0,0.6781,7974.0,7974.0
228 민주운동 기념회관,5,690.0,0.6419,7974.0,7974.0
228 민주운동 기념회관,6,701.0,0.6521,7974.0,7974.0
228 민주운동 기념회관,7,839.0,0.7805,7974.0,7974.0
228 민주운동 기념회관,8,1075.0,1.0,7974.0,7974.0
228 민주운동 기념회관,9,914.0,0.8502,7974.0,7974.0
228 민주운동 기념회관,10,697.0,0.6484,7974.0,7974.0
228 민주운동 기념회관,11,729.0,0.6781,7974.0,7974.0
3.15아트,1,4739.6,0.2304,175152.0,52014.0
3.15아트,2,4987.4,0.2424,175152.0,52014.0
3.15아트,3,7966.4,0.3872,175152.0,52014.0
3.15아트,4,7872.0,0.3826,175152.0,52014.0
3.15아트,5,11360.4,0.5522,175152.0,52014.0
3.15아트,6,11606.4,0.5642,175152.0,52014.0
3.15아트,7,12051.6,0.5858,175152.0,52014.0
3.15아트,8,14076.0,0.6842,175152.0,52014.0
3.15아트,9,12303.8,0.5981,175152.0,52014.0
3.15아트,10,20573.0,1.0,175152.0,52014.0
3.15아트,11,17464.2,0.8489,175152.0,52014.0
365 세이프타운,1,5553.2,0.5085,98912.0,35299.0
365 세이프타운,2,4420.0,0.4047,98912.0,35299.0
365 세이프타운,3,2638.0,0.2416,98912.0,35299.0
365 세이프타운,4,3765.6,0.3448,98912.0,35299.0
365 세이프타운,5,6458.2,0.5914,98912.0,35299.0
365 세이프타운,6,5515.0,0.505,98912.0,35299.0
365 세이프타운,7,7588.8,0.6949,98912.0,35299.0
365 세이프타운,8,10920.6,1.0,98912.0,35299.0
365 세이프타운,9,5177.6,0.4741,98912.0,35299.0
365 세이프타운,10,9019.4,0.8259,98912.0,35299.0
365 세이프타운,11,6002.6,0.5497,98912.0,35299.0
DMZ 생태평화공원,1,197.5,0.0876,14503.0,9855.0
DMZ 생태평화공원,2,124.0,0.055,14503.0,9855.0
DMZ 생태평화공원,3,514.0,0.2279,14503.0,9855.0
DMZ 생태평화공원,4,898.0,0.3981,14503.0,9855.0
DMZ 생태평화공원,5,2027.5,0.8989,14503.0,9855.0
DMZ 생태평화공원,6,2231.5,0.9894,14503.0,9855.0
DMZ 생태평화공원,7,959.0,0.4252,14503.0,9855.0
DMZ 생태평화공원,8,535.0,0.2372,14503.0,9855.0
DMZ 생태평화공원,9,1123.0,0.4979,14503.0,9855.0
DMZ 생태평화공원,10,2255.5,1.0,14503.0,9855.0
DMZ 생태평화공원,11,1314.0,0.5826,14503.0,9855.0
DMZ 안보견학,1,942.4,0.1283,76176.0,0.0
DMZ 안보견학,2,1192.8,0.1624,76176.0,0.0
DMZ 안보견학,3,1835.6,0.2499,76176.0,0.0
DMZ 안보견학,4,3649.4,0.4968,76176.0,0.0
DMZ 안보견학,5,4433.0,0.6034,76176.0,0.0
DMZ 안보견학,6,4961.6,0.6754,76176.0,0.0
DMZ 안보견학,7,3326.4,0.4528,76176.0,0.0
DMZ 안보견학,8,4085.2,0.5561,76176.0,0.0
DMZ 안보견학,9,2886.2,0.3929,76176.0,0.0
DMZ 안보견학,10,7346.2,1.0,76176.0,0.0
DMZ 안보견학,11,3662.8,0.4986,76176.0,0.0
DMZ 평화의길 테마노선,1,0.0,0.0,261.0,261.0
DMZ 평화의길 테마노선,2,0.0,0.0,261.0,261.0
DMZ 평화의길 테마노선,3,0.0,0.0,261.0,261.0
DMZ 평화의길 테마노선,4,0.0,0.0,261.0,261.0
DMZ 평화의길 테마노선,5,0.0,0.0,261.0,261.0
DMZ 평화의길 테마노선,6,0.0,0.0,261.0,261.0
DMZ 평화의길 테마노선,7,0.0,0.0,261.0,261.0
DMZ 평화의길 테마노선,8,0.0,0.0,261.0,261.0
DMZ 평화의길 테마노선,9,97.0,0.5915,261.0,261.0
DMZ 평화의길 테마노선,10,164.0,1.0,261.0,261.0
DMZ 평화의길 테마노선,11,0.0,0.0,261.0,261.0
DMZ두루미 평화타운,1,844.0,1.0,1961.0,1961.0
DMZ두루미 평화타운,2,553.0,0.6552,1961.0,1961.0
DMZ두루미 평화타운,3,129.0,0.1528,1961.0,1961.0
DMZ두루미 평화타운,4,0.0,0.0,1961.0,1961.0
DMZ두루미 평화타운,5,0.0,0.0,1961.0,1961.0
DMZ두루미 평화타운,6,0.0,0.0,1961.0,1961.0
DMZ두루미 평화타운,7,0.0,0.0,1961.0,1961.0
DMZ두루미 평화타운,8,0.0,0.0,1961.0,1961.0
DMZ두루미 평화타운,9,0.0,0.0,1961.0,1961.0
DMZ두루미 평화타운,10,0.0,0.0,1961.0,1961.0
DMZ두루미 평화타운,11,435.0,0.5154,1961.0,1961.0
DMZ생태 평화공원,1,44.0,0.0752,7059.0,0.0
DMZ생태 평화공원,2,59.3,0.1014,7059.0,0.0
DMZ생태 평화공원,3,55.3,0.0946,7059.0,0.0
DMZ생태 평화공원,4,102.3,0.1749,7059.0,0.0
DMZ생태 평화공원,5,213.0,0.3641,7059.0,0.0
DMZ생태 평화공원,6,478.0,0.8171,7059.0,0.0
DMZ생태 평화공원,7,211.0,0.3607,7059.0,0.0
DMZ생태 평화공원,8,268.3,0.4587,7059.0,0.0
DMZ생태 평화공원,9,266.3,0.4553,7059.0,0.0
DMZ생태 평화공원,10,585.0,1.0,7059.0,0.0
DMZ생태 평화공원,11,137.7,0.2353,7059.0,0.0
HDC (골프장),1,1629.0,0.039,321541.0,321541.0
HDC (골프장),2,7155.0,0.1714,321541.0,321541.0
HDC (골프장),3,21484.0,0.5145,321541.0,321541.0
HDC (골프장),4,38349.0,0.9184,321541.0,321541.0
HDC (골프장),5,41756.0,1.0,321541.0,321541.0
HDC (골프장),6,36142.0,0.8656,321541.0,321541.0
HDC (골프장),7,35573.0,0.8519,321541.0,321541.0
HDC (골프장),8,33369.0,0.7991,321541.0,321541.0
HDC (골프장),9,38330.0,0.918,321541.0,321541.0
HDC (골프장),10,39890.0,0.9553,321541.0,321541.0
HDC (골프장),11,27864.0,0.6673,321541.0,321541.0
HDC (스키장),1,41008.0,1.0,58412.0,58412.0
HDC (스키장),2,17404.0,0.4244,58412.0,58412.0
HDC (스키장),3,0.0,0.0,58412.0,58412.0
HDC (스키장),4,0.0,0.0,58412.0,58412.0
HDC (스키장),5,0.0,0.0,58412.0,58412.0
HDC (스키장),6,0.0,0.0,58412.0,58412.0
HDC (스키장),7,0.0,0.0,58412.0,58412.0
HDC (스키장),8,0.0,0.0,58412.0,58412.0
HDC (스키장),9,0.0,0.0,58412.0,58412.0
HDC (스키장),10,0.0,0.0,58412.0,58412.0
HDC (스키장),11,0.0,0.0,58412.0,58412.0
HDC(골프장),1,0.0,0.0,311588.0,303533.0
HDC(골프장),2,5102.0,0.1182,311588.0,303533.0
HDC(골프장),3,17824.0,0.4129,311588.0,303533.0
HDC(골프장),4,33194.5,0.7689,311588.0,303533.0
HDC(골프장),5,39846.5,0.923,311588.0,303533.0
HDC(골프장),6,42149.5,0.9764,311588.0,303533.0
HDC(골프장),7,28960.5,0.6709,311588.0,303533.0
HDC(골프장),8,31660.0,0.7334,311588.0,303533.0
HDC(골프장),9,34021.5,0.7881,311588.0,303533.0
HDC(골프장),10,43169.5,1.0,311588.0,303533.0
HDC(골프장),11,31632.5,0.7328,311588.0,303533.0
HDC(스키장),1,40618.0,1.0,68265.0,64939.0
HDC(스키장),2,25984.0,0.6397,68265.0,64939.0
HDC(스키장),3,0.0,0.0,68265.0,64939.0
HDC(스키장),4,0.0,0.0,68265.0,64939.0
HDC(스키장),5,0.0,0.0,68265.0,64939.0
HDC(스키장),6,0.0,0.0,68265.0,64939.0
HDC(스키장),7,0.0,0.0,68265.0,64939.0
HDC(스키장),8,0.0,0.0,68265.0,64939.0
HDC(스키장),9,0.0,0.0,68265.0,64939.0
HDC(스키장),10,0.0,0.0,68265.0,64939.0
HDC(스키장),11,0.0,0.0,68265.0,64939.0
IMG 내셔날,1,4426.5,0.2673,158165.0,139290.0
IMG 내셔날,2,7710.5,0.4656,158165.0,139290.0
IMG 내셔날,3,13321.5,0.8044,158165.0,139290.0
IMG 내셔날,4,14176.5,0.856,158165.0,139290.0
IMG 내셔날,5,15014.0,0.9066,158165.0,139290.0
IMG 내셔날,6,16063.5,0.97,158165.0,139290.0
IMG 내셔날,7,16000.0,0.9662,158165.0,139290.0
IMG 내셔날,8,15182.0,0.9168,158165.0,139290.0
IMG 내셔날,9,15223.5,0.9193,158165.0,139290.0
IMG 내셔날,10,16560.5,1.0,158165.0,139290.0
IMG 내셔날,11,15049.0,0.9087,158165.0,139290.0
JNJ 골프리조트,1,6343.4,0.4232,147432.0,120213.0
JNJ 골프리조트,2,8209.8,0.5477,147432.0,120213.0
JNJ 골프리조트,3,10437.2,0.6962,147432.0,120213.0
JNJ 골프리조트,4,12341.6,0.8233,147432.0,120213.0
JNJ 골프리조트,5,14990.6,1.0,147432.0,120213.0
JNJ 골프리조트,6,14351.4,0.9574,147432.0,120213.0
JNJ 골프리조트,7,12744.6,0.8502,147432.0,120213.0
JNJ 골프리조트,8,13337.2,0.8897,147432.0,120213.0
JNJ 골프리조트,9,12914.6,0.8615,147432.0,120213.0
JNJ 골프리조트,10,14969.0,0.9986,147432.0,120213.0
JNJ 골프리조트,11,12622.8,0.842,147432.0,120213.0
K-기업가 정신센터,1,3728.0,0.3733,77298.0,49960.0
K-기업가 정신센터,2,4385.5,0.4392,77298.0,49960.0
K-기업가 정신센터,3,4669.0,0.4676,77298.0,49960.0
K-기업가 정신센터,4,4373.5,0.438,77298.0,49960.0
K-기업가 정신센터,5,4606.5,0.4613,77298.0,49960.0
K-기업가 정신센터,6,5319.0,0.5326,77298.0,49960.0
K-기업가 정신센터,7,7115.5,0.7125,77298.0,49960.0
K-기업가 정신센터,8,6398.0,0.6407,77298.0,49960.0
K-기업가 정신센터,9,6058.0,0.6066,77298.0,49960.0
K-기업가 정신센터,10,9986.0,1.0,77298.0,49960.0
K-기업가 정신센터,11,6990.0,0.7,77298.0,49960.0
KINTEX (한국국제 전시장),1,105392.8,0.1792,5384352.0,954360.0
KINTEX (한국국제 전시장),2,101152.6,0.172,5384352.0,954360.0
KINTEX (한국국제 전시장),3,172164.0,0.2927,5384352.0,954360.0
KINTEX (한국국제 전시장),4,212823.2,0.3618,5384352.0,954360.0
KINTEX (한국국제 전시장),5,461991.6,0.7854,5384352.0,954360.0
KINTEX (한국국제 전시장),6,432210.4,0.7348,5384352.0,954360.0
KINTEX (한국국제 전시장),7,282031.6,0.4795,5384352.0,954360.0
KINTEX (한국국제 전시장),8,335567.8,0.5705,5384352.0,954360.0
KINTEX (한국국제 전시장),9,280278.0,0.4765,5384352.0,954360.0
KINTEX (한국국제 전시장),10,525715.6,0.8937,5384352.0,954360.0
KINTEX (한국국제 전시장),11,588234.4,1.0,5384352.0,954360.0
KT&G 상상마당 춘천아트센터,1,5284.8,0.3074,144677.0,81083.0
KT&G 상상마당 춘천아트센터,2,4630.6,0.2694,144677.0,81083.0
KT&G 상상마당 춘천아트센터,3,6115.0,0.3557,144677.0,81083.0
KT&G 상상마당 춘천아트센터,4,17084.4,0.9938,144677.0,81083.0
KT&G 상상마당 춘천아트센터,5,17190.6,1.0,144677.0,81083.0
KT&G 상상마당 춘천아트센터,6,14492.8,0.8431,144677.0,81083.0
KT&G 상상마당 춘천아트센터,7,8424.6,0.4901,144677.0,81083.0
KT&G 상상마당 춘천아트센터,8,10553.2,0.6139,144677.0,81083.0
KT&G 상상마당 춘천아트센터,9,15129.8,0.8801,144677.0,81083.0
KT&G 상상마당 춘천아트센터,10,9496.2,0.5524,144677.0,81083.0
KT&G 상상마당 춘천아트센터,11,9698.8,0.5642,144677.0,81083.0
LH토지주택 박물관,1,1125.6,0.6623,20055.0,4794.0
LH토지주택 박물관,2,801.2,0.4714,20055.0,4794.0
LH토지주택 박물관,3,650.2,0.3826,20055.0,4794.0
LH토지주택 박물관,4,952.8,0.5606,20055.0,4794.0
LH토지주택 박물관,5,1278.8,0.7524,20055.0,4794.0
LH토지주택 박물관,6,1329.2,0.7821,20055.0,4794.0
LH토지주택 박물관,7,1566.8,0.9219,20055.0,4794.0
LH토지주택 박물관,8,1699.6,1.0,20055.0,4794.0
LH토지주택 박물관,9,1211.6,0.7129,20055.0,4794.0
LH토지주택 박물관,10,1438.6,0.8464,20055.0,4794.0
LH토지주택 박물관,11,1484.2,0.8733,20055.0,4794.0
PGA골프장,1,550.0,0.4373,18395.0,4137.0
PGA골프장,2,808.6,0.6429,18395.0,4137.0
PGA골프장,3,999.8,0.7949,18395.0,4137.0
PGA골프장,4,933.4,0.7421,18395.0,4137.0
PGA골프장,5,987.2,0.7849,18395.0,4137.0
PGA골프장,6,1082.0,0.8602,18395.0,4137.0
PGA골프장,7,1033.2,0.8214,18395.0,4137.0
PGA골프장,8,1017.6,0.809,18395.0,4137.0
PGA골프장,9,1190.0,0.9461,18395.0,4137.0
PGA골프장,10,1257.8,1.0,18395.0,4137.0
PGA골프장,11,1128.6,0.8973,18395.0,4137.0
SK에너지 울산 Complex 견학,1,31.5,0.1413,1368.0,350.0
SK에너지 울산 Complex 견학,2,6.0,0.0269,1368.0,350.0
SK에너지 울산 Complex 견학,3,27.5,0.1233,1368.0,350.0
SK에너지 울산 Complex 견학,4,26.5,0.1188,1368.0,350.0
SK에너지 울산 Complex 견학,5,41.0,0.1839,1368.0,350.0
SK에너지 울산 Complex 견학,6,130.0,0.583,1368.0,350.0
SK에너지 울산 Complex 견학,7,137.0,0.6143,1368.0,350.0
SK에너지 울산 Complex 견학,8,41.5,0.1861,1368.0,350.0
SK에너지 울산 Complex 견학,9,54.0,0.2422,1368.0,350.0
SK에너지 울산 Complex 견학,10,141.0,0.6323,1368.0,350.0
SK에너지 울산 Complex 견학,11,223.0,1.0,1368.0,350.0
SK에너지 울산Comple x 견학,1,218.0,0.7303,2809.0,461.0
SK에너지 울산Comple x 견학,2,37.5,0.1256,2809.0,461.0
SK에너지 울산Comple x 견학,3,35.0,0.1173,2809.0,461.0
SK에너지 울산Comple x 견학,4,104.0,0.3484,2809.0,461.0
SK에너지 울산Comple x 견학,5,276.0,0.9246,2809.0,461.0
SK에너지 울산Comple x 견학,6,190.5,0.6382,2809.0,461.0
SK에너지 울산Comple x 견학,7,102.0,0.3417,2809.0,461.0
SK에너지 울산Comple x 견학,8,82.0,0.2747,2809.0,461.0
SK에너지 울산Comple x 견학,9,107.5,0.3601,2809.0,461.0
SK에너지 울산Comple x 견학,10,184.0,0.6164,2809.0,461.0
SK에너지 울산Comple x 견학,11,298.5,1.0,2809.0,461.0
SK에너지 울산Complex 견학,1,134.0,0.2627,2819.0,2819.0
SK에너지 울산Complex 견학,2,38.0,0.0745,2819.0,2819.0
SK에너지 울산Complex 견학,3,385.0,0.7549,2819.0,2819.0
SK에너지 울산Complex 견학,4,335.0,0.6569,2819.0,2819.0
SK에너지 울산Complex 견학,5,510.0,1.0,2819.0,2819.0
SK에너지 울산Complex 견학,6,263.0,0.5157,2819.0,2819.0
SK에너지 울산Complex 견학,7,187.0,0.3667,2819.0,2819.0
SK에너지 울산Complex 견학,8,168.0,0.3294,2819.0,2819.0
SK에너지 울산Complex 견학,9,311.0,0.6098,2819.0,2819.0
SK에너지 울산Complex 견학,10,205.0,0.402,2819.0,2819.0
SK에너지 울산Complex 견학,11,283.0,0.5549,2819.0,2819.0
The-K 지리산 가족호텔 (온천이용),1,10186.0,0.8528,81366.0,81366.0
The-K 지리산 가족호텔 (온천이용),2,10424.0,0.8727,81366.0,81366.0
The-K 지리산 가족호텔 (온천이용),3,11944.0,1.0,81366.0,81366.0
The-K 지리산 가족호텔 (온천이용),4,7827.0,0.6553,81366.0,81366.0
The-K 지리산 가족호텔 (온천이용),5,6674.0,0.5588,81366.0,81366.0
The-K 지리산 가족호텔 (온천이용),6,3956.0,0.3312,81366.0,81366.0
The-K 지리산 가족호텔 (온천이용),7,4866.0,0.4074,81366.0,81366.0
The-K 지리산 가족호텔 (온천이용),8,5334.0,0.4466,81366.0,81366.0
The-K 지리산 가족호텔 (온천이용),9,5170.0,0.4329,81366.0,81366.0
The-K 지리산 가족호텔 (온천이용),10,6796.0,0.569,81366.0,81366.0
The-K 지리산 가족호텔 (온천이용),11,8189.0,0.6856,81366.0,81366.0
The-K 지리산가족호텔 (온천이용),1,7839.2,1.0,78575.0,39756.0
The-K 지리산가족호텔 (온천이용),2,5733.0,0.7313,78575.0,39756.0
The-K 지리산가족호텔 (온천이용),3,4824.2,0.6154,78575.0,39756.0
The-K 지리산가족호텔 (온천이용),4,4084.5,0.521,78575.0,39756.0
The-K 지리산가족호텔 (온천이용),5,3665.8,0.4676,78575.0,39756.0
The-K 지리산가족호텔 (온천이용),6,2407.8,0.3071,78575.0,39756.0
The-K 지리산가족호텔 (온천이용),7,3961.2,0.5053,78575.0,39756.0
The-K 지리산가족호텔 (온천이용),8,4302.0,0.5488,78575.0,39756.0
The-K 지리산가족호텔 (온천이용),9,3768.2,0.4807,78575.0,39756.0
The-K 지리산가족호텔 (온천이용),10,6180.8,0.7884,78575.0,39756.0
The-K 지리산가족호텔 (온천이용),11,5635.2,0.7189,78575.0,39756.0
dmz 평화생명동산,1,26.3,0.0522,5361.0,26.0
dmz 평화생명동산,2,29.0,0.0575,5361.0,26.0
dmz 평화생명동산,3,96.3,0.1911,5361.0,26.0
dmz 평화생명동산,4,195.3,0.3876,5361.0,26.0
dmz 평화생명동산,5,504.0,1.0,5361.0,26.0
dmz 평화생명동산,6,277.7,0.5509,5361.0,26.0
dmz 평화생명동산,7,371.3,0.7368,5361.0,26.0
dmz 평화생명동산,8,318.3,0.6316,5361.0,26.0
dmz 평화생명동산,9,445.0,0.8829,5361.0,26.0
dmz 평화생명동산,10,361.3,0.7169,5361.0,26.0
dmz 평화생명동산,11,237.3,0.4709,5361.0,26.0
dmz평화 생명동산,1,164.0,0.4754,873.0,873.0
dmz평화 생명동산,2,22.0,0.0638,873.0,873.0
dmz평화 생명동산,3,0.0,0.0,873.0,873.0
dmz평화 생명동산,4,0.0,0.0,873.0,873.0
dmz평화 생명동산,5,20.0,0.058,873.0,873.0
dmz평화 생명동산,6,17.0,0.0493,873.0,873.0
dmz평화 생명동산,7,224.0,0.6493,873.0,873.0
dmz평화 생명동산,8,64.0,0.1855,873.0,873.0
dmz평화 생명동산,9,17.0,0.0493,873.0,873.0
dmz평화 생명동산,10,345.0,1.0,873.0,873.0
dmz평화 생명동산,11,0.0,0.0,873.0,873.0
dmz평화생명 동산,1,112.0,0.1135,5788.0,5788.0
dmz평화생명 동산,2,123.0,0.1246,5788.0,5788.0
dmz평화생명 동산,3,76.0,0.077,5788.0,5788.0
dmz평화생명 동산,4,465.0,0.4711,5788.0,5788.0
dmz평화생명 동산,5,731.0,0.7406,5788.0,5788.0
dmz평화생명 동산,6,603.0,0.6109,5788.0,5788.0
dmz평화생명 동산,7,801.0,0.8116,5788.0,5788.0
dmz평화생명 동산,8,987.0,1.0,5788.0,5788.0
dmz평화생명 동산,9,775.0,0.7852,5788.0,5788.0
dmz평화생명 동산,10,605.0,0.613,5788.0,5788.0
dmz평화생명 동산,11,510.0,0.5167,5788.0,5788.0
kbs수원센터 (kbs 수원아트홀),1,0.0,0.0,6838.0,0.0
kbs수원센터 (kbs 수원아트홀),2,0.0,0.0,6838.0,0.0
kbs수원센터 (kbs 수원아트홀),3,0.0,0.0,6838.0,0.0
kbs수원센터 (kbs 수원아트홀),4,0.0,0.0,6838.0,0.0
kbs수원센터 (kbs 수원아트홀),5,0.0,0.0,6838.0,0.0
kbs수원센터 (kbs 수원아트홀),6,0.0,0.0,6838.0,0.0
kbs수원센터 (kbs 수원아트홀),7,0.0,0.0,6838.0,0.0
